Date,S&P 500,% of S&P 500 members above their 200 dma
7/31/2019,2980.38,73.44
8/1/2019,2953.56,68.81
8/2/2019,2932.05,66.2
8/5/2019,2844.74,57.55
8/6/2019,2881.77,60.16
8/7/2019,2883.98,60.36
8/8/2019,2938.09,64.99
8/9/2019,2918.65,60.97
8/12/2019,2883.75,58.35
8/13/2019,2926.32,59.96
8/14/2019,2840.6,54.12
8/15/2019,2847.6,53.12
8/16/2019,2888.68,56.14
8/19/2019,2923.65,58.95
8/20/2019,2900.51,56.94
8/21/2019,2924.43,58.55
8/22/2019,2922.95,59.96
8/23/2019,2847.11,53.12
8/26/2019,2878.38,55.53
8/27/2019,2869.16,53.92
8/28/2019,2887.94,55.33
8/29/2019,2924.58,58.95
8/30/2019,2926.46,59.84
9/3/2019,2906.27,56.43
9/4/2019,2937.78,59.04
9/5/2019,2976,65.66
9/6/2019,2978.71,65.66
9/9/2019,2978.43,68.27
9/10/2019,2979.39,72.89
9/11/2019,3000.93,75.7
9/12/2019,3009.57,74.5
9/13/2019,3007.39,75.5
9/16/2019,2997.96,77.11
9/17/2019,3005.7,74.3
9/18/2019,3006.73,73.64
9/19/2019,3006.79,72.64
9/20/2019,2992.07,72.23
9/23/2019,2991.78,71.89
9/24/2019,2966.6,69.08
9/25/2019,2984.87,70.62
9/26/2019,2977.62,70.28
9/27/2019,2961.79,70.08
9/30/2019,2976.74,70.88
10/1/2019,2940.25,66.27
10/2/2019,2887.61,59.84
10/3/2019,2910.63,61.24
10/4/2019,2952.01,63.86
10/7/2019,2938.79,62.45
10/8/2019,2893.06,55.02
10/9/2019,2919.4,57.63
10/10/2019,2938.13,60.64
10/11/2019,2970.27,65.06
10/14/2019,2966.15,64.46
10/15/2019,2995.68,66.93
10/16/2019,2989.69,67.13
10/17/2019,2997.95,67.33
10/18/2019,2986.2,68.14
10/21/2019,3006.72,69.94
10/22/2019,2995.99,70.74
10/23/2019,3004.52,71.94
10/24/2019,3010.29,70.54
10/25/2019,3022.55,71.54
10/28/2019,3039.42,72.14
10/29/2019,3036.89,72.14
10/30/2019,3046.77,72.34
10/31/2019,3037.56,70.34
11/1/2019,3066.91,73.75
11/4/2019,3078.27,75.35
11/5/2019,3074.62,74.95
11/6/2019,3076.78,75.35
11/7/2019,3085.18,75.75
11/8/2019,3093.08,74.95
11/11/2019,3087.01,74.95
11/12/2019,3091.84,74.55
11/13/2019,3094.04,73.95
11/14/2019,3096.63,73.75
11/15/2019,3120.46,76.35
11/18/2019,3122.03,76.15
11/19/2019,3120.18,75.95
11/20/2019,3108.46,74.35
11/21/2019,3103.54,74.75
11/22/2019,3110.29,75.15
11/25/2019,3133.64,76.95
11/26/2019,3140.52,77.35
11/27/2019,3153.63,78.56
11/29/2019,3140.98,75.75
12/2/2019,3113.87,72.75
12/3/2019,3093.2,70.74
12/4/2019,3112.76,73.35
12/5/2019,3117.43,75.3
12/6/2019,3145.91,77.31
12/9/2019,3135.96,76.91
12/10/2019,3132.52,75.1
12/11/2019,3141.63,75.5
12/12/2019,3168.57,78.11
12/13/2019,3168.8,78.31
12/16/2019,3191.45,80.12
12/17/2019,3192.52,79.72
12/18/2019,3191.14,80.32
12/19/2019,3205.37,80.92
12/20/2019,3221.22,82.53
12/23/2019,3224.01,82.73
12/24/2019,3223.38,83.4
12/26/2019,3239.91,83.8
12/27/2019,3240.02,83.2
12/30/2019,3221.29,82.16
12/31/2019,3230.78,82.97
1/2/2020,3257.85,83.6
1/3/2020,3234.85,83.2
1/6/2020,3246.28,83.2
1/7/2020,3237.18,82.4
1/8/2020,3253.05,82.2
1/9/2020,3274.7,83.8
1/10/2020,3265.35,82.8
1/13/2020,3288.13,84.8
1/14/2020,3283.15,85.4
1/15/2020,3289.29,85.6
1/16/2020,3316.81,87.4
1/17/2020,3329.62,87.4
1/21/2020,3320.79,84.4
1/22/2020,3321.75,84.4
1/23/2020,3325.54,84.4
1/24/2020,3295.47,80.56
1/27/2020,3243.63,73.95
1/28/2020,3276.24,76.8
1/29/2020,3273.4,75
1/30/2020,3283.66,75.4
1/31/2020,3225.52,70.4
2/3/2020,3248.92,71.6
2/4/2020,3297.59,75.2
2/5/2020,3334.69,80
2/6/2020,3345.78,79.8
2/7/2020,3327.71,76
2/10/2020,3352.09,76.8
2/11/2020,3357.75,78.6
2/12/2020,3379.45,81.4
2/13/2020,3373.94,80
2/14/2020,3380.16,80.4
2/18/2020,3370.29,77.2
2/19/2020,3386.15,78.8
2/20/2020,3373.23,80.2
2/21/2020,3337.75,78.8
2/24/2020,3225.89,66.6
2/25/2020,3128.21,52.2
2/26/2020,3116.39,49.6
2/27/2020,2978.76,35.6
2/28/2020,2954.22,26
3/2/2020,3090.23,45.2
3/3/2020,3003.37,37
3/4/2020,3130.12,48.8
3/5/2020,3023.94,38.8
3/6/2020,2972.37,35.8
3/9/2020,2746.56,17.2
3/10/2020,2882.23,27.74
3/11/2020,2741.38,13.97
3/12/2020,2480.64,5.59
3/13/2020,2711.02,12.18
3/16/2020,2386.13,4.19
3/17/2020,2529.19,11.18
3/18/2020,2398.1,7.39
3/19/2020,2409.39,5.59
3/20/2020,2304.92,3.19
3/23/2020,2237.4,3.19
3/24/2020,2447.33,4.99
3/25/2020,2475.56,4.18
3/26/2020,2630.07,9.16
3/27/2020,2541.47,6.18
3/30/2020,2626.65,11.55
3/31/2020,2584.59,9.36
4/1/2020,2470.5,7.37
4/2/2020,2526.9,8.76
4/3/2020,2488.65,8.98
4/6/2020,2663.68,14
4/7/2020,2659.41,12.6
4/8/2020,2749.98,16.8
4/9/2020,2789.82,19.8
4/13/2020,2761.63,16.2
4/14/2020,2846.06,22.8
4/15/2020,2783.36,19.4
4/16/2020,2799.55,22.2
4/17/2020,2874.56,26.4
4/20/2020,2823.16,22.6
4/21/2020,2736.56,17.4
4/22/2020,2799.31,21
4/23/2020,2797.8,20.4
4/24/2020,2836.74,23
4/27/2020,2878.48,25.6
4/28/2020,2863.39,25.2
4/29/2020,2939.51,30.5
4/30/2020,2912.43,25.5
5/1/2020,2830.71,21.4
5/4/2020,2842.74,22.6
5/5/2020,2868.44,24.6
5/6/2020,2848.42,24.4
5/7/2020,2881.19,24.8
5/8/2020,2929.8,29.5
5/11/2020,2930.32,29.7
5/12/2020,2870.12,25.1
5/13/2020,2820,24.2
5/14/2020,2852.5,26.3
5/15/2020,2863.7,26.1
5/18/2020,2953.91,33.5
5/19/2020,2922.94,29.7
5/20/2020,2971.61,34.5
5/21/2020,2948.51,31.5
5/22/2020,2955.45,33.1
5/26/2020,2991.77,37.2
5/27/2020,3036.13,56.3
5/28/2020,3029.73,41.8
5/29/2020,3044.31,44.4
6/1/2020,3055.73,43.8
6/2/2020,3080.82,45.7
6/3/2020,3122.87,50.9
6/4/2020,3112.35,50.3
6/5/2020,3193.93,59.6
6/8/2020,3232.39,67.7
6/9/2020,3207.18,57.1
6/10/2020,3190.14,49.4
