Date,S&P 500,% of S&P 500 members above their 200 dma
3/15/2005,1197.75,72.89
3/16/2005,1188.07,70.88
3/17/2005,1190.21,70.68
3/18/2005,1189.65,69.68
3/21/2005,1183.79,68.07
3/22/2005,1171.71,63.25
3/23/2005,1172.53,65.26
3/24/2005,1171.42,65.26
3/28/2005,1174.28,64.66
3/29/2005,1165.36,61.24
3/30/2005,1181.41,67.27
3/31/2005,1180.59,68.27
4/1/2005,1172.92,65.46
4/4/2005,1176.12,65.26
4/5/2005,1181.39,67.27
4/6/2005,1184.07,68.27
4/7/2005,1191.14,70.28
4/8/2005,1181.2,68.27
4/11/2005,1181.21,67.07
4/12/2005,1187.76,70.48
4/13/2005,1173.79,65.26
4/14/2005,1162.05,58.63
4/15/2005,1142.62,51.41
4/18/2005,1145.98,51.61
4/19/2005,1152.78,54.42
4/20/2005,1137.5,49.6
4/21/2005,1159.95,57.43
4/22/2005,1152.12,54.22
4/25/2005,1162.1,57.63
4/26/2005,1151.74,53.21
4/27/2005,1156.38,55.62
4/28/2005,1143.22,50.8
4/29/2005,1156.85,56.22
5/2/2005,1162.16,57.23
5/3/2005,1161.17,58.23
5/4/2005,1175.65,62.85
5/5/2005,1172.63,60.44
5/6/2005,1171.35,59.84
5/9/2005,1178.84,62.25
5/10/2005,1166.22,58.23
5/11/2005,1171.11,59.44
5/12/2005,1159.36,56.02
5/13/2005,1154.05,53.41
5/16/2005,1165.69,58.43
5/17/2005,1173.8,61.04
5/18/2005,1185.56,66.87
5/19/2005,1191.08,68.27
5/20/2005,1189.28,67.47
5/23/2005,1193.86,67.67
5/24/2005,1194.07,67.67
5/25/2005,1190.01,66.27
5/26/2005,1197.63,67.87
5/27/2005,1198.78,68.67
5/31/2005,1191.5,67.27
6/1/2005,1202.27,69.48
6/2/2005,1204.29,69.08
6/3/2005,1196.02,66.87
6/6/2005,1197.51,67.27
6/7/2005,1197.26,68.27
6/8/2005,1194.67,66.06
6/9/2005,1200.93,67.07
6/10/2005,1198.11,65.86
6/13/2005,1200.82,67.27
6/14/2005,1203.91,67.67
6/15/2005,1206.58,68.07
6/16/2005,1210.96,70.08
6/17/2005,1216.96,71.08
6/20/2005,1216.1,70.08
6/21/2005,1213.61,68.47
6/22/2005,1213.88,67.67
6/23/2005,1200.73,63.45
6/24/2005,1191.57,61.24
6/27/2005,1190.69,59.04
6/28/2005,1201.57,64.46
6/29/2005,1199.85,63.05
6/30/2005,1191.33,61.45
7/1/2005,1194.44,62.25
7/5/2005,1204.99,64.06
7/6/2005,1194.94,62.65
7/7/2005,1197.87,63.25
7/8/2005,1211.86,67.27
7/11/2005,1219.44,68.67
7/12/2005,1222.21,69.88
7/13/2005,1223.29,69.88
7/14/2005,1226.5,72.29
7/15/2005,1227.92,72.29
7/18/2005,1221.13,70.48
7/19/2005,1229.35,73.69
7/20/2005,1235.2,75.9
7/21/2005,1227.04,73.49
7/22/2005,1233.68,74.9
7/25/2005,1229.03,73.09
7/26/2005,1231.16,73.9
7/27/2005,1236.79,75.55
7/28/2005,1243.72,76.15
7/29/2005,1234.18,74.55
8/1/2005,1235.35,74.55
8/2/2005,1244.12,75.35
8/3/2005,1245.05,75.15
8/4/2005,1235.86,72.34
8/5/2005,1226.42,70.14
8/8/2005,1223.13,68.94
8/9/2005,1231.38,70.74
8/10/2005,1229.13,68.94
8/11/2005,1237.81,71.94
8/12/2005,1230.39,69.34
8/15/2005,1233.87,71.54
8/16/2005,1219.34,66.33
8/17/2005,1220.24,66.73
8/18/2005,1219.02,64.53
8/19/2005,1219.71,65.33
8/22/2005,1221.73,67.13
8/23/2005,1217.57,65.73
8/24/2005,1209.59,63.93
8/25/2005,1212.4,63.73
8/26/2005,1205.1,61.32
8/29/2005,1212.28,63.53
8/30/2005,1208.41,60.72
8/31/2005,1220.33,62.93
9/1/2005,1221.59,63.53
9/2/2005,1218.02,62.73
9/6/2005,1233.39,67.33
9/7/2005,1236.36,67.54
9/8/2005,1231.67,64.8
9/9/2005,1241.48,67.6
9/12/2005,1240.56,68.4
9/13/2005,1231.2,66.2
9/14/2005,1227.16,64.6
9/15/2005,1227.73,63.4
9/16/2005,1237.91,66.4
9/19/2005,1231.02,62
9/20/2005,1221.35,59.2
9/21/2005,1210.2,53
9/22/2005,1214.62,54
9/23/2005,1215.29,55.8
9/26/2005,1215.63,55
9/27/2005,1215.66,55.4
9/28/2005,1216.89,55.8
9/29/2005,1227.68,59
9/30/2005,1228.81,59.6
10/3/2005,1226.7,60.04
10/4/2005,1214.47,57.11
10/5/2005,1196.39,51.9
10/6/2005,1191.49,48.1
10/7/2005,1195.9,50.9
10/10/2005,1187.33,47.29
10/11/2005,1184.87,45.49
10/12/2005,1177.68,43.69
10/13/2005,1176.84,42.08
10/14/2005,1186.57,46.29
10/17/2005,1190.1,47.9
10/18/2005,1178.14,44.49
10/19/2005,1195.76,51.1
10/20/2005,1177.8,46.69
10/21/2005,1179.59,48.5
10/24/2005,1199.38,55.02
10/25/2005,1196.54,54.91
10/26/2005,1191.38,50.7
10/27/2005,1178.9,46.69
10/28/2005,1198.41,53.51
10/31/2005,1207.01,56.71
11/1/2005,1202.76,54.51
11/2/2005,1214.76,58.72
11/3/2005,1219.94,58.63
11/4/2005,1220.14,58.63
11/7/2005,1222.81,61.65
11/8/2005,1218.59,58.84
11/9/2005,1220.65,60.44
11/10/2005,1230.96,64.06
11/11/2005,1234.71,65.46
11/14/2005,1233.76,64.66
11/15/2005,1229.01,63.05
11/16/2005,1231.21,63.05
11/17/2005,1242.8,67.27
11/18/2005,1248.27,68.07
11/21/2005,1254.85,69.28
11/22/2005,1261.23,72.29
11/23/2005,1265.61,72.49
11/25/2005,1268.25,72.89
11/28/2005,1257.46,70.48
11/29/2005,1257.48,71.29
11/30/2005,1249.48,69.88
12/1/2005,1264.67,74.9
12/2/2005,1265.08,75.5
12/5/2005,1262.09,72.89
12/6/2005,1263.7,73.09
12/7/2005,1257.37,72.29
12/8/2005,1255.84,71.49
12/9/2005,1259.37,72.89
12/12/2005,1260.43,73.29
12/13/2005,1267.43,75.7
12/14/2005,1272.74,76.91
12/15/2005,1270.94,76.71
12/16/2005,1267.32,76.51
12/19/2005,1259.92,74.1
12/20/2005,1259.62,74.04
12/21/2005,1262.8,73.84
12/22/2005,1268.12,75.45
12/23/2005,1268.66,75.25
12/27/2005,1256.54,74.25
12/28/2005,1258.17,73.24
12/29/2005,1254.42,71.83
12/30/2005,1248.29,69.42
1/3/2006,1268.8,76.41
1/4/2006,1273.46,77.37
1/5/2006,1273.48,77.02
1/6/2006,1285.45,80.85
1/9/2006,1290.15,81.25
1/10/2006,1289.69,79.44
1/11/2006,1294.18,79.84
1/12/2006,1286.06,79.03
1/13/2006,1287.61,78.43
1/17/2006,1282.93,77.62
1/18/2006,1277.93,77.22
1/19/2006,1285.04,78.43
1/20/2006,1261.48,72.78
1/23/2006,1263.83,71.98
1/24/2006,1266.86,74.4
1/25/2006,1264.68,73.59
1/26/2006,1273.83,73.59
1/27/2006,1283.72,74.8
1/30/2006,1285.2,74.6
1/31/2006,1280.09,72.78
2/1/2006,1282.46,73.99
2/2/2006,1270.84,70.97
2/3/2006,1264.03,68.75
2/6/2006,1265.02,67.74
2/7/2006,1254.78,65.93
2/8/2006,1265.65,69.96
2/9/2006,1263.78,68.55
2/10/2006,1266.99,69.35
2/13/2006,1262.86,66.94
2/14/2006,1275.53,70.36
2/15/2006,1280,72.78
2/16/2006,1289.38,75.4
2/17/2006,1287.24,74.6
2/21/2006,1283.03,73.59
2/22/2006,1292.67,77.82
2/23/2006,1287.79,75
2/24/2006,1289.43,75.4
2/27/2006,1294.12,76.21
2/28/2006,1280.66,71.57
3/1/2006,1291.24,75.4
3/2/2006,1289.14,73.59
3/3/2006,1287.23,72.18
3/6/2006,1278.26,69.15
3/7/2006,1275.88,69.09
3/8/2006,1278.47,68.69
3/9/2006,1272.23,66.13
3/10/2006,1281.58,69.15
3/13/2006,1284.13,68.95
3/14/2006,1297.48,73.79
3/15/2006,1303.02,75.2
3/16/2006,1305.33,76.61
3/17/2006,1307.25,76.41
3/20/2006,1305.08,74.8
3/21/2006,1297.23,73.79
3/22/2006,1305.04,75.6
3/23/2006,1301.67,75
3/24/2006,1302.95,75.2
3/27/2006,1301.61,75.2
3/28/2006,1293.22,73.39
3/29/2006,1302.89,76.01
3/30/2006,1300.25,75
3/31/2006,1294.83,73.39
4/3/2006,1297.81,73.39
4/4/2006,1305.94,75.6
4/5/2006,1311.56,77.22
4/6/2006,1309.04,75.4
4/7/2006,1295.5,71.98
4/10/2006,1296.61,71.57
4/11/2006,1286.58,68.75
4/12/2006,1288.13,67.74
4/13/2006,1289.12,68.75
4/17/2006,1285.33,67.94
4/18/2006,1307.65,72.58
4/19/2006,1309.93,70.97
4/20/2006,1311.46,73.79
4/21/2006,1311.28,72.78
4/24/2006,1308.11,72.18
4/25/2006,1301.74,70.97
4/26/2006,1305.41,70.56
4/27/2006,1309.72,71.57
4/28/2006,1310.61,70.77
5/1/2006,1305.19,68.35
5/2/2006,1313.21,69.76
5/3/2006,1307.85,69.76
5/4/2006,1312.25,71.77
5/5/2006,1325.76,73.79
5/8/2006,1324.66,73.79
5/9/2006,1325.14,74.19
5/10/2006,1322.85,73.99
5/11/2006,1305.92,69.56
5/12/2006,1291.24,66.33
5/15/2006,1294.5,67.34
5/16/2006,1292.08,66.73
5/17/2006,1270.32,60.48
5/18/2006,1261.81,58.38
5/19/2006,1267.03,60.61
5/22/2006,1262.07,59.8
5/23/2006,1256.58,56.57
5/24/2006,1258.57,56.36
5/25/2006,1272.88,61.01
5/26/2006,1280.16,63.84
5/30/2006,1259.84,56.97
5/31/2006,1270.09,61.82
6/1/2006,1285.71,65.45
6/2/2006,1288.22,65.86
6/5/2006,1265.29,58.59
6/6/2006,1263.85,58.79
6/7/2006,1256.15,55.35
6/8/2006,1257.93,56.97
6/9/2006,1252.3,54.75
6/12/2006,1236.4,48.89
6/13/2006,1223.69,44.65
6/14/2006,1230.04,45.05
6/15/2006,1256.16,55.15
6/16/2006,1251.54,53.94
6/19/2006,1240.14,50.3
6/20/2006,1240.12,49.9
6/21/2006,1252.21,53.54
6/22/2006,1245.6,52.32
6/23/2006,1244.5,52.32
6/26/2006,1250.56,53.74
6/27/2006,1239.2,49.7
6/28/2006,1246,51.72
6/29/2006,1272.87,58.38
6/30/2006,1270.2,58.27
7/3/2006,1280.19,61.09
7/5/2006,1270.91,58.47
7/6/2006,1274.08,58.47
7/7/2006,1265.48,56.05
7/10/2006,1267.34,55.04
7/11/2006,1272.52,57.26
7/12/2006,1258.6,53.63
7/13/2006,1242.29,47.58
7/14/2006,1236.2,46.77
7/17/2006,1234.49,45.97
7/18/2006,1236.86,46.17
7/19/2006,1259.81,52.62
7/20/2006,1249.13,48.99
7/21/2006,1240.29,45.56
7/24/2006,1260.91,50.6
7/25/2006,1268.88,53.02
7/26/2006,1268.4,52.42
7/27/2006,1263.2,50.2
7/28/2006,1278.55,54.84
7/31/2006,1276.66,54.84
8/1/2006,1270.92,53.24
8/2/2006,1278.55,55.47
8/3/2006,1280.27,55.47
8/4/2006,1279.36,55.26
8/7/2006,1275.77,54.05
8/8/2006,1271.48,53.04
8/9/2006,1265.95,51.62
8/10/2006,1271.81,52.83
8/11/2006,1266.74,51.01
8/14/2006,1268.21,50.61
8/15/2006,1285.58,54.86
8/16/2006,1295.43,58.1
8/17/2006,1297.48,57.49
8/18/2006,1302.3,58.7
8/21/2006,1297.52,56.77
8/22/2006,1298.82,56.57
8/23/2006,1292.99,55.56
8/24/2006,1296.06,56.16
8/25/2006,1295.09,54.55
8/28/2006,1301.79,55.76
8/29/2006,1304.28,55.96
8/30/2006,1304.27,55.35
8/31/2006,1303.82,57.37
9/1/2006,1311.01,59.19
9/5/2006,1313.25,60.4
9/6/2006,1300.26,57.17
9/7/2006,1294.02,54.55
9/8/2006,1298.92,56.16
9/11/2006,1299.54,56.97
9/12/2006,1313.11,61.41
9/13/2006,1318.07,64.04
9/14/2006,1316.28,63.23
9/15/2006,1319.87,64.04
9/18/2006,1321.18,64.44
9/19/2006,1318.31,63.03
9/20/2006,1325.18,64.92
9/21/2006,1318.03,63.1
9/22/2006,1314.78,62.3
9/25/2006,1326.37,64.92
9/26/2006,1336.34,67.34
9/27/2006,1336.59,67.34
9/28/2006,1339.15,68.55
9/29/2006,1335.85,67.74
10/2/2006,1331.32,66.06
10/3/2006,1334.11,66.67
10/4/2006,1350.22,70.91
10/5/2006,1353.22,71.77
10/6/2006,1349.58,70.16
10/9/2006,1350.66,70.97
10/10/2006,1353.42,70.77
10/11/2006,1349.95,69.76
10/12/2006,1362.83,74.4
10/13/2006,1365.62,74.4
10/16/2006,1369.06,75.2
10/17/2006,1364.05,73.99
10/18/2006,1365.96,74.6
10/19/2006,1366.96,73.99
10/20/2006,1368.6,72.38
10/23/2006,1377.02,74.6
10/24/2006,1377.38,73.99
10/25/2006,1382.23,74.8
10/26/2006,1389.09,76.61
10/27/2006,1377.34,74.4
10/30/2006,1377.93,74.19
10/31/2006,1377.94,74.19
11/1/2006,1367.81,72.78
11/2/2006,1367.34,73.19
11/3/2006,1364.3,71.77
11/6/2006,1379.78,73.99
11/7/2006,1382.84,73.99
11/8/2006,1385.72,75.4
11/9/2006,1378.33,73.79
11/10/2006,1380.9,74.4
11/13/2006,1384.42,75.81
11/14/2006,1393.22,77.82
11/15/2006,1396.57,79.44
11/16/2006,1399.76,79.44
11/17/2006,1401.2,79.03
11/20/2006,1400.5,78.63
11/21/2006,1402.81,78.63
11/22/2006,1406.09,80.24
11/24/2006,1400.95,79.64
11/27/2006,1381.9,75.81
11/28/2006,1386.72,75.4
11/29/2006,1399.48,79.03
11/30/2006,1400.63,79.6
12/1/2006,1396.71,79.39
12/4/2006,1409.12,81.01
12/5/2006,1414.76,82.42
12/6/2006,1412.9,82.02
12/7/2006,1407.29,81.01
12/8/2006,1409.84,81.82
12/11/2006,1413.04,82.42
12/12/2006,1411.56,81.62
12/13/2006,1413.21,81.62
12/14/2006,1425.49,83.23
12/15/2006,1427.09,83.03
12/18/2006,1422.48,82.42
12/19/2006,1425.55,81.82
12/20/2006,1423.53,82.42
12/21/2006,1418.3,80.2
12/22/2006,1410.77,78.18
12/26/2006,1416.9,78.99
12/27/2006,1426.84,81.38
12/28/2006,1424.73,80.77
12/29/2006,1418.3,78.95
1/3/2007,1416.6,78.86
1/4/2007,1418.34,78.5
1/5/2007,1409.71,78.09
1/8/2007,1412.84,78.3
1/9/2007,1412.11,79.31
1/10/2007,1414.85,80.12
1/11/2007,1423.83,80.73
1/12/2007,1430.73,83.37
1/16/2007,1431.9,82.96
1/17/2007,1430.62,82.76
1/18/2007,1426.37,82.76
1/19/2007,1430.5,83.16
1/22/2007,1422.96,82.35
1/23/2007,1427.99,83.98
1/24/2007,1440.13,84.58
1/25/2007,1423.9,82.15
1/26/2007,1422.18,81.95
1/29/2007,1420.62,82.35
1/30/2007,1428.82,83.57
1/31/2007,1438.24,85.4
2/1/2007,1445.94,85.98
2/2/2007,1448.39,86.41
2/5/2007,1446.99,86.41
2/6/2007,1448,87.22
2/7/2007,1450.02,87.02
2/8/2007,1448.31,87.42
2/9/2007,1438.06,86.41
2/12/2007,1433.37,85.19
2/13/2007,1444.26,86.21
2/14/2007,1455.3,87.63
2/15/2007,1456.81,87.83
2/16/2007,1455.54,88.03
2/20/2007,1459.68,88.26
2/21/2007,1457.63,88.46
2/22/2007,1456.38,89.47
2/23/2007,1451.19,90.89
2/26/2007,1449.38,90.08
2/27/2007,1399.04,81.78
2/28/2007,1406.82,83.4
3/1/2007,1403.17,81.58
3/2/2007,1387.17,76.92
3/5/2007,1374.12,70.85
3/6/2007,1395.41,76.32
3/7/2007,1391.97,75.91
3/8/2007,1401.89,79.15
3/9/2007,1402.85,78.95
3/12/2007,1406.6,78.95
3/13/2007,1377.95,69.64
3/14/2007,1387.17,72.47
3/15/2007,1392.28,75.3
3/16/2007,1386.95,72.47
3/19/2007,1402.06,77.33
3/20/2007,1410.94,77.53
3/21/2007,1435.04,83.2
3/22/2007,1434.54,81.95
3/23/2007,1436.11,82.79
3/26/2007,1437.5,82.19
3/27/2007,1428.61,80.57
3/28/2007,1417.23,78.14
3/29/2007,1422.53,77.73
3/30/2007,1420.86,77.73
4/2/2007,1424.55,77.33
4/3/2007,1437.77,80.57
4/4/2007,1439.37,80.77
4/5/2007,1443.76,81.78
4/9/2007,1444.61,81.78
4/10/2007,1448.39,81.41
4/11/2007,1438.87,79.19
4/12/2007,1447.8,80.4
4/13/2007,1452.85,80.4
4/16/2007,1468.47,84.85
4/17/2007,1471.48,85.05
4/18/2007,1472.5,86.67
4/19/2007,1470.73,86.67
4/20/2007,1484.35,86.87
4/23/2007,1480.93,86.46
4/24/2007,1480.41,86.87
4/25/2007,1495.42,87.88
4/26/2007,1494.25,87.68
4/27/2007,1494.07,87.07
4/30/2007,1482.37,85.05
5/1/2007,1486.3,84.85
5/2/2007,1495.92,85.45
5/3/2007,1502.39,86.67
5/4/2007,1505.62,85.89
5/7/2007,1509.48,86.29
5/8/2007,1507.72,85.48
5/9/2007,1512.58,86.29
5/10/2007,1491.47,83.06
5/11/2007,1505.85,85.08
5/14/2007,1503.15,83.87
5/15/2007,1501.19,82.46
5/16/2007,1514.14,84.68
5/17/2007,1512.75,82.86
5/18/2007,1522.75,84.07
5/21/2007,1525.1,82.86
5/22/2007,1524.12,84.88
5/23/2007,1522.28,83.27
5/24/2007,1507.51,79.44
5/25/2007,1515.73,80.65
5/29/2007,1518.11,81.85
5/30/2007,1530.23,83.67
5/31/2007,1530.62,83.27
6/1/2007,1536.34,84.68
6/4/2007,1539.18,86.29
6/5/2007,1530.95,83.06
6/6/2007,1517.38,80.44
6/7/2007,1490.72,72.98
6/8/2007,1507.67,77.42
6/11/2007,1509.12,77.42
6/12/2007,1493,73.59
6/13/2007,1515.67,77.82
6/14/2007,1522.97,77.62
6/15/2007,1532.91,79.64
6/18/2007,1531.05,79.64
6/19/2007,1533.71,78.83
6/20/2007,1512.84,74.6
6/21/2007,1522.19,74.4
6/22/2007,1502.56,71.98
6/25/2007,1497.74,71.37
6/26/2007,1492.89,69.96
6/27/2007,1506.35,73.59
6/28/2007,1505.71,73.99
6/29/2007,1503.35,71.17
7/2/2007,1519.43,74.85
7/3/2007,1524.87,74.85
7/5/2007,1525.4,75.05
7/6/2007,1530.44,75.66
7/9/2007,1531.85,74.09
7/10/2007,1510.12,68.62
7/11/2007,1518.76,70.45
7/12/2007,1547.7,74.29
7/13/2007,1552.5,74.49
7/16/2007,1549.52,74.29
7/17/2007,1549.37,72.47
7/18/2007,1546.17,72.67
7/19/2007,1553.08,73.08
7/20/2007,1534.1,68.83
7/23/2007,1541.57,69.84
7/24/2007,1511.04,63.97
7/25/2007,1518.09,63.77
7/26/2007,1482.67,53.85
7/27/2007,1458.95,48.18
7/30/2007,1473.91,53.64
7/31/2007,1455.28,48.79
8/1/2007,1465.81,51.42
8/2/2007,1472.2,53.04
8/3/2007,1433.06,43.32
8/6/2007,1467.67,51.42
8/7/2007,1476.71,52.63
8/8/2007,1497.49,53.64
8/9/2007,1453.09,45.95
8/10/2007,1453.64,46.56
8/13/2007,1452.92,46.96
8/14/2007,1426.54,39.68
8/15/2007,1406.7,34.82
8/16/2007,1411.27,34.41
8/17/2007,1445.94,42.51
8/20/2007,1445.55,43.12
8/21/2007,1447.12,44.33
8/22/2007,1464.07,50
8/23/2007,1462.5,48.58
8/24/2007,1479.37,51.01
8/27/2007,1466.79,47.57
8/28/2007,1432.36,38.46
8/29/2007,1463.76,45.75
8/30/2007,1457.64,43.72
8/31/2007,1473.99,47.98
9/4/2007,1489.42,51.42
9/5/2007,1472.29,45.14
9/6/2007,1478.55,48.99
9/7/2007,1453.55,42.31
9/10/2007,1451.7,40.49
9/11/2007,1471.49,46.76
9/12/2007,1471.56,45.34
9/13/2007,1483.95,47.37
9/14/2007,1484.25,47.17
9/17/2007,1476.65,45.34
9/18/2007,1519.78,56.57
9/19/2007,1529.03,59.19
9/20/2007,1518.75,55.15
9/21/2007,1525.75,56.16
9/24/2007,1517.74,52.93
9/25/2007,1517.22,53.04
9/26/2007,1525.42,56.97
9/27/2007,1531.38,57.37
9/28/2007,1526.75,55.96
10/1/2007,1547.04,59.51
10/2/2007,1546.63,60.81
10/3/2007,1539.6,59.8
10/4/2007,1542.84,59.6
10/5/2007,1557.59,64.04
10/8/2007,1552.58,61.62
10/9/2007,1565.15,63.84
10/10/2007,1562.47,62.42
10/11/2007,1554.41,61.21
10/12/2007,1561.8,61.49
10/15/2007,1548.71,57.66
10/16/2007,1538.53,56.25
10/17/2007,1541.24,56.05
10/18/2007,1540.08,55.24
10/19/2007,1500.63,45.97
10/22/2007,1506.33,48.39
10/23/2007,1519.59,49.4
10/24/2007,1515.88,49.4
10/25/2007,1514.41,50.6
10/26/2007,1535.28,52.42
10/29/2007,1540.98,54.23
10/30/2007,1531.02,53.02
10/31/2007,1549.38,57.46
11/1/2007,1508.44,46.57
11/2/2007,1509.65,48.59
11/5/2007,1502.17,47.58
11/6/2007,1520.27,49.8
11/7/2007,1475.62,41.13
11/8/2007,1474.77,43.95
11/9/2007,1453.7,38.71
11/12/2007,1439.18,37.5
11/13/2007,1481.05,44.35
11/14/2007,1470.58,42.34
11/15/2007,1451.15,39.31
11/16/2007,1458.74,41.13
11/19/2007,1433.27,37.3
11/20/2007,1439.7,39.11
11/21/2007,1416.77,34.48
11/23/2007,1440.7,38.1
11/26/2007,1407.22,32.66
11/27/2007,1428.23,37.1
11/28/2007,1469.02,43.35
11/29/2007,1469.72,43.35
11/30/2007,1481.14,44.56
12/3/2007,1472.42,43.23
12/4/2007,1462.79,42.42
12/5/2007,1485.01,44.85
12/6/2007,1507.35,49.09
12/7/2007,1504.66,48.89
12/10/2007,1515.96,50.71
12/11/2007,1477.65,43.84
12/12/2007,1486.59,46.46
12/13/2007,1488.41,46.67
12/14/2007,1467.95,42.02
12/17/2007,1445.9,37.98
12/18/2007,1454.98,39.19
12/19/2007,1453,39.19
12/20/2007,1460.12,41.21
12/21/2007,1484.46,44.04
12/24/2007,1496.45,45.45
12/26/2007,1497.66,45.66
12/27/2007,1476.37,42.42
12/28/2007,1478.49,42.02
12/31/2007,1468.36,40.81
1/2/2008,1447.16,36.97
1/3/2008,1447.16,35.96
1/4/2008,1411.63,34.34
1/7/2008,1416.18,34.75
1/8/2008,1390.19,30.71
1/9/2008,1409.13,32.53
1/10/2008,1420.33,33.13
1/11/2008,1401.02,30.71
1/14/2008,1416.25,32.32
1/15/2008,1380.95,27.68
1/16/2008,1373.2,26.87
1/17/2008,1333.25,19.6
1/18/2008,1325.19,18.99
1/22/2008,1310.5,14.75
1/23/2008,1338.6,18.59
1/24/2008,1352.07,17.78
1/25/2008,1330.61,15.35
1/28/2008,1353.97,18.42
1/29/2008,1362.3,19.19
1/30/2008,1355.81,17.98
1/31/2008,1378.55,22.02
2/1/2008,1395.42,27.27
2/4/2008,1380.82,25.05
2/5/2008,1336.64,18.18
2/6/2008,1326.45,17.37
2/7/2008,1336.91,19.39
2/8/2008,1331.29,18.79
2/11/2008,1339.13,21.21
2/12/2008,1348.86,22.63
2/13/2008,1367.21,24.24
2/14/2008,1348.86,21.62
2/15/2008,1350,21.62
2/19/2008,1348.78,23.43
2/20/2008,1360.03,24.65
2/21/2008,1342.53,20.2
2/22/2008,1353.11,23.23
2/25/2008,1371.8,28.48
2/26/2008,1381.29,30.3
2/27/2008,1380.02,29.7
2/28/2008,1367.68,26.87
2/29/2008,1330.63,20.81
3/3/2008,1331.34,21.21
3/4/2008,1326.75,21.62
3/5/2008,1333.7,23.64
3/6/2008,1304.34,20
3/7/2008,1293.37,16.77
3/10/2008,1273.37,14.34
3/11/2008,1320.65,20.61
3/12/2008,1308.77,19.8
3/13/2008,1315.48,20.2
3/14/2008,1288.14,16.57
3/17/2008,1276.6,14.14
3/18/2008,1330.74,22.42
3/19/2008,1298.42,16.97
3/20/2008,1329.51,22.22
3/24/2008,1349.88,27.27
3/25/2008,1352.99,28.48
3/26/2008,1341.13,25.45
3/27/2008,1325.76,23.64
3/28/2008,1315.22,21.21
3/31/2008,1322.7,23.34
4/1/2008,1370.18,32.6
4/2/2008,1367.53,33
4/3/2008,1369.31,34
4/4/2008,1370.4,34.41
4/7/2008,1372.54,33.4
4/8/2008,1365.54,32.19
4/9/2008,1354.49,29.58
4/10/2008,1360.55,30.18
4/11/2008,1332.83,25.15
4/14/2008,1328.32,25.15
4/15/2008,1334.43,25.96
4/16/2008,1364.71,33.8
4/17/2008,1365.56,34
4/18/2008,1390.33,39.03
4/21/2008,1388.17,36.62
4/22/2008,1375.94,32.6
4/23/2008,1379.93,36.02
4/24/2008,1388.82,38.63
4/25/2008,1397.84,40.04
4/28/2008,1396.37,40.52
4/29/2008,1390.94,39.72
4/30/2008,1385.59,37.3
5/1/2008,1409.34,46.77
5/2/2008,1413.9,46.57
5/5/2008,1407.49,43.75
5/6/2008,1418.26,45.97
5/7/2008,1392.57,40.73
5/8/2008,1397.68,41.33
5/9/2008,1388.28,40.12
5/12/2008,1403.58,44.96
5/13/2008,1403.04,45.97
5/14/2008,1408.66,49.19
5/15/2008,1423.57,52.82
5/16/2008,1425.35,51.41
5/19/2008,1426.63,52.62
5/20/2008,1413.4,46.57
5/21/2008,1390.71,43.35
5/22/2008,1394.35,42.94
5/23/2008,1375.93,40.12
5/27/2008,1385.35,41.94
5/28/2008,1390.84,43.75
5/29/2008,1398.26,46.98
5/30/2008,1400.38,47.98
6/2/2008,1385.67,42.54
6/3/2008,1377.65,41.33
6/4/2008,1377.2,45.16
6/5/2008,1404.05,51.01
6/6/2008,1360.68,38.1
6/9/2008,1361.76,37.7
6/10/2008,1358.44,37.1
6/11/2008,1335.49,32.53
6/12/2008,1339.87,34.34
6/13/2008,1360.03,38.59
6/16/2008,1360.14,39.8
6/17/2008,1350.93,36.57
6/18/2008,1337.81,34.75
6/19/2008,1342.83,36.97
6/20/2008,1317.93,32.32
6/23/2008,1318,32.12
6/24/2008,1314.29,31.52
6/25/2008,1321.97,34.55
6/26/2008,1283.15,26.81
6/27/2008,1278.38,26.61
6/30/2008,1280,26.61
7/1/2008,1284.91,27.88
7/2/2008,1261.52,24.24
7/3/2008,1262.9,23.64
7/7/2008,1252.31,24.24
7/8/2008,1273.7,28.08
7/9/2008,1244.69,25.86
7/10/2008,1253.39,27.27
7/11/2008,1239.49,25.66
7/14/2008,1228.3,24.9
7/15/2008,1214.91,23.89
7/16/2008,1245.36,28.34
7/17/2008,1260.32,27.94
7/18/2008,1260.68,30.16
7/21/2008,1260,30.77
7/22/2008,1277,31.98
7/23/2008,1282.19,31.78
7/24/2008,1252.54,25.91
7/25/2008,1257.76,26.92
7/28/2008,1234.37,23.89
7/29/2008,1263.2,28.34
7/30/2008,1284.26,33
7/31/2008,1267.38,30.57
8/1/2008,1260.31,29.15
8/4/2008,1249.02,26.32
8/5/2008,1284.88,33
8/6/2008,1289.19,34.41
8/7/2008,1266.07,31.17
8/8/2008,1296.32,38.46
8/11/2008,1305.32,41.5
8/12/2008,1289.59,38.46
8/13/2008,1285.83,38.87
8/14/2008,1292.93,40.49
8/15/2008,1298.2,42.31
8/18/2008,1278.6,38.66
8/19/2008,1266.69,36.64
8/20/2008,1274.54,38.66
8/21/2008,1277.72,39.07
8/22/2008,1292.2,43.32
8/25/2008,1266.84,36.64
8/26/2008,1271.51,38.26
8/27/2008,1281.66,40.69
8/28/2008,1300.68,45.34
8/29/2008,1282.83,40.08
9/2/2008,1277.58,41.09
9/3/2008,1274.98,38.26
9/4/2008,1236.83,30.77
